hora,cod,contexto,turma
10/11/2022 16:45,13,Arquivo: ex - Encontro 14 - Anotações de aula,1
10/11/2022 16:45,13,Curso: 16462.1 Mecânica - 2022/1,1
10/11/2022 16:45,13,Curso: 16462.1 Mecânica - 2022/1,1
10/11/2022 16:44,13,Pasta: AG02 - PDFs da avaliação de cada grupo,1
10/11/2022 16:44,13,Curso: 16462.1 Mecânica - 2022/1,1
10/11/2022 16:44,13,Arquivo: AG02 - Soluções AG02 (exceto questão 04),1
10/11/2022 16:43,13,Curso: 16462.1 Mecânica - 2022/1,1
4/10/2022 14:20,18,Curso: 16462.1 Mecânica - 2022/1,1
4/10/2022 14:19,18,URL: pp - Apresentações de power point da disciplina de mecânica geral,1
4/10/2022 14:19,18,Curso: 16462.1 Mecânica - 2022/1,1
4/10/2022 14:18,18,Arquivo: ex - Encontro 10 - Anotações de aula,1
4/10/2022 14:18,18,Curso: 16462.1 Mecânica - 2022/1,1
4/10/2022 14:17,18,URL: gr - Encontro 10 - Meet gravado,1
4/10/2022 14:17,18,Curso: 16462.1 Mecânica - 2022/1,1
4/10/2022 14:16,18,URL: pl - Plano de ensino,1
4/10/2022 14:16,18,Curso: 16462.1 Mecânica - 2022/1,1
29/09/2022 14:13,36,URL: pl - Plano de ensino,1
29/09/2022 14:13,36,Curso: 16462.1 Mecânica - 2022/1,1
20/09/2022 15:11,13,URL: pl - Plano de ensino,1
20/09/2022 15:10,13,Curso: 16462.1 Mecânica - 2022/1,1
20/09/2022 14:58,13,URL: pl - Plano de ensino,1
20/09/2022 14:57,13,URL: pl - Plano de ensino,1
20/09/2022 14:57,13,Curso: 16462.1 Mecânica - 2022/1,1
7/09/2022 09:32,18,Arquivo: ex - Encontro 10 - Anotações de aula,1
7/09/2022 09:31,18,Arquivo: ex - Encontro 14 - Anotações de aula,1
7/09/2022 09:31,18,Curso: 16462.1 Mecânica - 2022/1,1
7/09/2022 09:14,18,Curso: 16462.1 Mecânica - 2022/1,1
7/09/2022 09:14,18,Curso: 16462.1 Mecânica - 2022/1,1
10/08/2022 19:20,16,Curso: 16462.1 Mecânica - 2022/1,1
10/08/2022 11:51,3,Questionário: Avaliação em grupo 01,1
10/08/2022 11:49,3,Curso: 16462.1 Mecânica - 2022/1,1
10/08/2022 11:49,3,Curso: 16462.1 Mecânica - 2022/1,1
10/08/2022 11:48,3,Curso: 16462.1 Mecânica - 2022/1,1
10/08/2022 11:48,3,Curso: 16462.1 Mecânica - 2022/1,1
10/08/2022 11:47,3,Curso: 16462.1 Mecânica - 2022/1,1
10/08/2022 11:45,3,URL: ex - Encontro 16 - exercício resolvido em sala,1
10/08/2022 11:45,3,Arquivo: ex - Encontro 14 - Anotações de aula,1
10/08/2022 11:45,3,Arquivo: ex - Encontro 10 - Anotações de aula,1
10/08/2022 11:45,3,Arquivo: AG01 - Soluções,1
10/08/2022 11:45,3,Questionário: Avaliação em grupo 01,1
10/08/2022 11:45,3,Curso: 16462.1 Mecânica - 2022/1,1
10/08/2022 11:44,3,URL: pa - Encontro 05 - Plano de aula,1
10/08/2022 11:44,3,Curso: 16462.1 Mecânica - 2022/1,1
10/08/2022 11:43,3,Arquivo: AG02 - Soluções AG02 (exceto questão 04),1
10/08/2022 11:43,3,Curso: 16462.1 Mecânica - 2022/1,1
10/08/2022 11:43,3,Questionário: AG02 - Avaliação em grupo 02,1
10/08/2022 11:41,3,Curso: 16462.1 Mecânica - 2022/1,1
31/07/2022 20:48,19,Curso: 16462.1 Mecânica - 2022/1,1
20/07/2022 17:33,2,URL: pl - Plano de ensino,1
20/07/2022 17:33,2,URL: pl - Plano de ensino,1
20/07/2022 17:33,2,Curso: 16462.1 Mecânica - 2022/1,1
13/07/2022 13:17,38,Curso: 16462.1 Mecânica - 2022/1,1
13/07/2022 13:17,38,Arquivo: Soluções do questionário de recuperação do 4º bloco da disciplina,1
13/07/2022 13:17,38,Curso: 16462.1 Mecânica - 2022/1,1
13/07/2022 13:17,38,Questionário: Questionário de recuperação do 1º bloco da disciplina,1
13/07/2022 13:15,38,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 20:32,28,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 20:31,28,Questionário: Questionário de recuperação do 4º bloco da disciplina,1
8/07/2022 20:31,28,Questionário: Questionário de recuperação do 4º bloco da disciplina,1
8/07/2022 20:31,28,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 20:31,28,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 20:30,28,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 20:30,28,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 20:29,28,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 20:29,28,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 20:29,28,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 20:29,28,Questionário: Questionário de recuperação do 1º bloco da disciplina,1
8/07/2022 20:29,28,Questionário: Questionário de recuperação do 1º bloco da disciplina,1
8/07/2022 20:29,28,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 19:06,8,Questionário: Questionário de recuperação do 1º bloco da disciplina,1
8/07/2022 19:06,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 19:06,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 19:06,8,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 19:06,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 19:06,8,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 19:06,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 19:06,8,Arquivo: Soluções do questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 19:06,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 19:05,8,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 19:05,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:59,8,Arquivo: Soluções do questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 18:58,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:58,8,Questionário: Questionário de recuperação do 1º bloco da disciplina,1
8/07/2022 18:58,8,Questionário: Questionário de recuperação do 1º bloco da disciplina,1
8/07/2022 18:58,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:58,3,Questionário: Questionário de recuperação do 4º bloco da disciplina,1
8/07/2022 18:57,3,Questionário: Questionário de recuperação do 4º bloco da disciplina,1
8/07/2022 18:57,3,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 18:56,3,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 18:56,3,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 18:55,3,Questionário: Questionário de recuperação do 1º bloco da disciplina,1
8/07/2022 18:54,3,Questionário: Questionário de recuperação do 1º bloco da disciplina,1
8/07/2022 18:54,3,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:45,8,Arquivo: Soluções do questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 18:45,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:33,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:27,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:26,19,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 18:26,19,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 18:26,19,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:25,19,Arquivo: Soluções do questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 18:25,19,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:19,19,URL: pq - Planilha de pontuação dos questionários,1
8/07/2022 18:19,19,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:19,19,Questionário: Questionário de recuperação do 4º bloco da disciplina,1
8/07/2022 18:19,19,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:19,19,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 18:19,19,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:18,19,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 18:18,19,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:18,19,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 18:18,19,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:18,8,Questionário: Questionário de recuperação do 1º bloco da disciplina,1
8/07/2022 18:18,8,Questionário: Questionário de recuperação do 1º bloco da disciplina,1
8/07/2022 18:18,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:18,19,Questionário: Questionário de recuperação do 1º bloco da disciplina,1
8/07/2022 18:18,8,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 18:17,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:17,19,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:17,19,Questionário: Questionário de recuperação do 4º bloco da disciplina,1
8/07/2022 18:17,19,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:16,19,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 18:16,19,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:16,8,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 18:16,8,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 18:16,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:16,8,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 18:16,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:16,8,Questionário: Questionário de recuperação do 4º bloco da disciplina,1
8/07/2022 18:16,19,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 18:16,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:16,8,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 18:16,19,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 18:16,19,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 18:16,19,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:16,19,Questionário: Questionário de recuperação do 1º bloco da disciplina,1
8/07/2022 18:15,19,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:14,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:14,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:13,8,Questionário: Questionário de recuperação do 1º bloco da disciplina,1
8/07/2022 18:13,8,Questionário: Questionário de recuperação do 1º bloco da disciplina,1
8/07/2022 18:13,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:13,8,Questionário: qq - Bloco 03 Questionário 01,1
8/07/2022 18:13,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:13,8,Questionário: qq - Bloco 03 Questionário 01,1
8/07/2022 18:13,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:12,8,Questionário: Questionário de recuperação do 4º bloco da disciplina,1
8/07/2022 18:12,8,Questionário: Questionário de recuperação do 4º bloco da disciplina,1
8/07/2022 18:12,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:12,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:11,8,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 18:11,8,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 18:11,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:11,8,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 18:11,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:10,8,Questionário: Questionário de recuperação do 1º bloco da disciplina,1
8/07/2022 18:10,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:10,8,Questionário: qq - Bloco 04 Questionário 01,1
8/07/2022 18:10,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:10,8,Questionário: Questionário de recuperação do 1º bloco da disciplina,1
8/07/2022 18:09,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:08,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:08,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:06,8,Questionário: Questionário de recuperação do 4º bloco da disciplina,1
8/07/2022 18:06,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:06,8,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 18:06,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:06,8,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 18:06,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:06,8,Questionário: Questionário de recuperação do 1º bloco da disciplina,1
8/07/2022 18:06,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:06,8,Arquivo: Soluções do questionário de recuperação do 1º bloco da disciplina,1
8/07/2022 18:06,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:05,8,Questionário: Questionário de recuperação do 4º bloco da disciplina,1
8/07/2022 18:05,28,Questionário: Questionário de recuperação do 4º bloco da disciplina,1
8/07/2022 18:05,28,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:05,28,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 18:04,28,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 18:04,28,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:04,28,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 18:04,28,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 18:03,28,Questionário: Questionário de recuperação do 1º bloco da disciplina,1
8/07/2022 18:03,28,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 17:48,8,Questionário: Questionário de recuperação do 4º bloco da disciplina,1
8/07/2022 17:38,28,Questionário: Questionário de recuperação do 1º bloco da disciplina,1
8/07/2022 17:38,28,Questionário: Questionário de recuperação do 4º bloco da disciplina,1
8/07/2022 17:38,28,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 17:38,28,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 17:38,28,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 17:38,28,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 17:38,28,Questionário: Questionário de recuperação do 1º bloco da disciplina,1
8/07/2022 17:38,28,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 17:38,28,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 17:38,28,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 17:38,28,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 17:37,28,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 17:33,28,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 17:33,28,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 17:33,28,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 17:33,28,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 17:31,28,Questionário: Questionário de recuperação do 4º bloco da disciplina,1
8/07/2022 17:31,28,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 17:28,28,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 17:27,28,Questionário: Questionário de recuperação do 1º bloco da disciplina,1
8/07/2022 17:27,28,Questionário: Questionário de recuperação do 4º bloco da disciplina,1
8/07/2022 17:27,28,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 17:27,28,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 17:27,28,Questionário: Questionário de recuperação do 1º bloco da disciplina,1
8/07/2022 17:27,28,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 17:09,28,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 17:01,28,Arquivo: qs - Bloco 02 Questionário 04 - Soluções,1
8/07/2022 17:01,28,Arquivo: qs - Bloco 02 Questionário 03 - Soluções,1
8/07/2022 17:01,28,Arquivo: qs - Bloco 02 Questionário 02 - Soluções,1
8/07/2022 17:01,28,Arquivo: qs - Bloco 02 Questionário 01 - Soluções,1
8/07/2022 17:00,28,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 16:56,28,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 16:56,28,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 16:56,28,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 16:56,28,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 16:55,28,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 16:55,28,Questionário: Questionário de recuperação do 4º bloco da disciplina,1
8/07/2022 16:55,28,Questionário: Questionário de recuperação do 4º bloco da disciplina,1
8/07/2022 16:55,28,Questionário: Questionário de recuperação do 4º bloco da disciplina,1
8/07/2022 16:55,28,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 16:55,28,Questionário: Questionário de recuperação do 4º bloco da disciplina,1
8/07/2022 16:51,8,Questionário: Questionário de recuperação do 4º bloco da disciplina,1
8/07/2022 16:51,8,Questionário: Questionário de recuperação do 4º bloco da disciplina,1
8/07/2022 16:51,8,Questionário: Questionário de recuperação do 4º bloco da disciplina,1
8/07/2022 16:51,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 16:51,8,Questionário: Questionário de recuperação do 4º bloco da disciplina,1
8/07/2022 16:50,8,Questionário: Questionário de recuperação do 4º bloco da disciplina,1
8/07/2022 16:50,8,Questionário: Questionário de recuperação do 4º bloco da disciplina,1
8/07/2022 16:50,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 16:49,8,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 16:49,8,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 16:49,8,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 16:49,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 16:49,8,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 16:47,8,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 16:47,8,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 16:47,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 16:47,8,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 16:47,8,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 16:47,8,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 16:47,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 16:47,8,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 16:46,8,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 16:46,8,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 16:46,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 16:46,8,Questionário: Questionário de recuperação do 1º bloco da disciplina,1
8/07/2022 16:45,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 16:45,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 16:45,8,Questionário: Questionário de recuperação do 1º bloco da disciplina,1
8/07/2022 16:45,8,Questionário: Questionário de recuperação do 1º bloco da disciplina,1
8/07/2022 16:45,8,Questionário: Questionário de recuperação do 1º bloco da disciplina,1
8/07/2022 16:45,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 16:45,8,Questionário: Questionário de recuperação do 1º bloco da disciplina,1
8/07/2022 16:44,8,Questionário: Questionário de recuperação do 1º bloco da disciplina,1
8/07/2022 16:44,8,Questionário: Questionário de recuperação do 1º bloco da disciplina,1
8/07/2022 16:43,8,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 16:20,19,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 16:20,19,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 16:20,19,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 16:19,19,Questionário: Questionário de recuperação do 4º bloco da disciplina,1
8/07/2022 15:42,21,Arquivo: qs - Bloco 03 Questionário 01 - Soluções,1
8/07/2022 15:42,21,Questionário: qq - Bloco 03 Questionário 01,1
8/07/2022 15:36,28,Questionário: Questionário de recuperação do 4º bloco da disciplina,1
8/07/2022 15:36,28,Questionário: Questionário de recuperação do 4º bloco da disciplina,1
8/07/2022 15:36,28,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 15:36,28,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 15:35,28,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 15:05,28,Arquivo: AG02 - Soluções AG02 (exceto questão 04),1
8/07/2022 15:05,28,Arquivo: qs - Bloco 03 Questionário 04 - Soluções,1
8/07/2022 15:05,28,Arquivo: qs - Bloco 03 Questionário 03 - Soluções,1
8/07/2022 15:05,28,Arquivo: qs - Bloco 03 Questionário 02 - Soluções,1
8/07/2022 15:05,28,Arquivo: qs - Bloco 03 Questionário 01 - Soluções,1
8/07/2022 14:49,28,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 14:16,19,Questionário: Questionário de recuperação do 4º bloco da disciplina,1
8/07/2022 14:16,19,Questionário: Questionário de recuperação do 4º bloco da disciplina,1
8/07/2022 14:16,19,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 14:16,19,Questionário: Questionário de recuperação do 4º bloco da disciplina,1
8/07/2022 14:15,19,Questionário: Questionário de recuperação do 4º bloco da disciplina,1
8/07/2022 14:15,19,Questionário: Questionário de recuperação do 4º bloco da disciplina,1
8/07/2022 14:15,19,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 14:15,19,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 14:15,19,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 14:15,19,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 14:14,19,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 14:13,19,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 14:13,19,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 14:13,19,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 14:13,19,Questionário: Questionário de recuperação do 1º bloco da disciplina,1
8/07/2022 14:13,19,Questionário: Questionário de recuperação do 1º bloco da disciplina,1
8/07/2022 14:13,19,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 14:13,19,Questionário: Questionário de recuperação do 1º bloco da disciplina,1
8/07/2022 14:10,19,Questionário: Questionário de recuperação do 1º bloco da disciplina,1
8/07/2022 14:10,19,Questionário: Questionário de recuperação do 1º bloco da disciplina,1
8/07/2022 14:10,19,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 14:10,19,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 14:10,19,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 14:07,21,Questionário: qq - Bloco 03 Questionário 04,1
8/07/2022 14:07,21,Arquivo: qs - Bloco 03 Questionário 04 - Soluções,1
8/07/2022 14:07,21,Questionário: qq - Bloco 03 Questionário 04,1
8/07/2022 14:07,21,Questionário: qq - Bloco 03 Questionário 03,1
8/07/2022 14:07,21,Questionário: qq - Bloco 03 Questionário 03,1
8/07/2022 14:07,21,Arquivo: qs - Bloco 03 Questionário 03 - Soluções,1
8/07/2022 14:06,28,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 14:06,28,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 14:05,28,Questionário: Questionário de recuperação do 1º bloco da disciplina,1
8/07/2022 14:04,28,Questionário: Questionário de recuperação do 1º bloco da disciplina,1
8/07/2022 14:04,28,Questionário: Questionário de recuperação do 1º bloco da disciplina,1
8/07/2022 14:04,28,Questionário: Questionário de recuperação do 1º bloco da disciplina,1
8/07/2022 14:04,28,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 14:04,28,Questionário: Questionário de recuperação do 1º bloco da disciplina,1
8/07/2022 14:04,19,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 14:04,19,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 14:04,19,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 14:04,19,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 14:02,21,URL: le - Lista de exercícios e soluções de mecânica geral,1
8/07/2022 14:02,28,Questionário: Questionário de recuperação do 4º bloco da disciplina,1
8/07/2022 14:02,28,Questionário: Questionário de recuperação do 4º bloco da disciplina,1
8/07/2022 14:02,28,Questionário: Questionário de recuperação do 1º bloco da disciplina,1
8/07/2022 14:01,28,Questionário: Questionário de recuperação do 1º bloco da disciplina,1
8/07/2022 14:01,28,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 14:01,21,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 14:01,28,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 13:59,19,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 13:58,28,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 13:57,28,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 13:20,3,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 13:19,3,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 13:19,3,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 13:19,3,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 13:19,3,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 13:15,3,Arquivo: qs - Bloco 03 Questionário 03 - Soluções,1
8/07/2022 13:14,3,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 13:13,28,Arquivo: AG01 - Soluções,1
8/07/2022 13:13,28,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 13:12,28,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 13:12,28,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 13:12,3,Questionário: qq - Bloco 03 Questionário 02,1
8/07/2022 13:01,3,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 13:01,3,Questionário: Questionário de recuperação do 3º bloco da disciplina,1
8/07/2022 13:01,3,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 13:01,3,Questionário: Questionário de recuperação do 4º bloco da disciplina,1
8/07/2022 13:00,3,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 13:00,3,Questionário: Questionário de recuperação do 2º bloco da disciplina,1
8/07/2022 13:00,3,Curso: 16462.1 Mecânica - 2022/1,1
8/07/2022 13:00,3,Questionário: Questionário de recuperação do 1º bloco da disciplina,1
8/07/2022 13:00,3,Questionário: Questionário de recuperação do 1º bloco da disciplina,1
8/07/2022 13:00,3,Questionário: Questionário de recuperação do 1º bloco da disciplina,1
